Survey,Haul,Latitude,Longitude,DateTime,Length (mm),Weight (g),Age,Maturity,MaturityTable,Sex_index
199202,2,55.68083,-163.09717,2/25/1992 12:00,510,967,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,996,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,958,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,975,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1040,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1085,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1116,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1193,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1287,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1328,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,979,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1031,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1075,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1079,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1100,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1261,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,550,1257,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,550,1317,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,550,1438,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,560,958,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,560,1235,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,560,1433,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,570,1381,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,570,1534,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,570,1544,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,580,1295,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,590,1254,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,590,1560,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,610,1881,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,620,1879,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,640,2231,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,450,651,,4,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,450,726,,4,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,460,508,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,460,633,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,460,666,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,460,717,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,460,718,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,586,,2,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,696,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,706,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,480,569,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,480,653,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,480,747,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,490,755,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,490,779,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,490,827,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,490,849,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,774,,2,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,817,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,832,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,841,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,869,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,889,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,510,902,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,510,923,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,510,1109,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,520,876,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,520,897,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,520,947,,4,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,520,1063,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,980,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,990,,2,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1008,,4,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1038,,4,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1109,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1225,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,530,1301,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1003,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1031,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1219,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,540,1330,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,550,1138,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,550,1149,,4,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,550,1162,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,550,1339,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,570,1539,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,620,1817,,3,3,1
199202,2,55.68083,-163.09717,2/25/1992 12:00,460,553,,2,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,460,717,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,657,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,743,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,747,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,849,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,470,862,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,480,760,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,480,773,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,480,806,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,480,960,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,490,662,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,490,997,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,490,1002,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,807,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,914,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,952,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,500,1010,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,510,820,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,510,861,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,520,866,,3,3,2
199202,2,55.68083,-163.09717,2/25/1992 12:00,520,972,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,390,401,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,400,408,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,430,575,,2,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,450,580,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,460,735,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,470,712,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,470,838,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,470,873,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,490,653,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,490,711,,4,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,490,763,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,490,846,,2,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,490,854,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,490,949,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,500,885,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,510,865,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,510,906,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,510,988,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,520,1009,,2,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,520,1091,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,530,1121,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,530,1175,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,530,1186,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,530,1214,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,530,1273,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,530,1307,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,540,1090,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,540,1162,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,550,972,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,550,1172,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,550,1224,,2,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,550,1249,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,550,1256,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,560,1355,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,570,1564,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,580,813,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,610,1651,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,620,1841,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,620,1993,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,700,2673,,3,3,1
199202,4,56.012,-164.441,2/26/1992 15:00,420,506,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,440,500,,2,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,440,594,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,440,596,,2,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,460,697,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,470,714,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,470,798,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,480,802,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,480,847,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,490,833,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,500,814,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,500,865,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,500,875,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,510,1020,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,520,1031,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,520,1138,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,520,1204,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,530,911,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,530,1032,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,530,1082,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,540,1238,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,550,1092,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,550,1224,,4,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,550,1266,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,550,1266,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,550,1280,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,550,1354,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,560,1422,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,570,1337,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,570,1485,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,590,1626,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,600,1312,,2,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,600,1489,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,600,1592,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,620,1296,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,620,1831,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,620,2312,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,640,2570,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,650,2867,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,660,2210,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,690,2119,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,690,2370,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,700,2521,,3,3,2
199202,4,56.012,-164.441,2/26/1992 15:00,780,4308,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,1010,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,1010,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,772,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,1077,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,1087,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,1167,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,530,1035,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,530,1161,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,530,1191,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,818,,2,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1204,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1209,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1230,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1329,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1078,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1111,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1160,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1179,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,560,1202,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,560,1226,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,560,1347,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,460,638,,2,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,460,697,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,460,768,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,470,818,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,817,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,824,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,673,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,851,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,892,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,943,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,799,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,870,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,870,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,877,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,985,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,966,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,972,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,809,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,862,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,925,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,957,,2,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,987,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,520,1012,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,530,1002,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,530,1145,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,856,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,915,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1039,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1074,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1163,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1183,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1231,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,540,1283,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1116,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1240,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1348,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1389,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,550,1424,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,560,1127,,2,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,560,1207,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,570,1332,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,570,1386,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,580,1260,,2,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,580,1428,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,590,1609,,3,3,2
199202,5,54.79767,-164.8835,2/27/1992 2:00,420,539,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,430,606,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,440,598,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,440,617,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,440,666,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,440,716,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,450,613,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,450,633,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,460,686,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,460,689,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,470,621,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,470,753,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,470,781,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,470,796,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,743,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,754,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,775,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,809,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,823,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,840,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,866,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,893,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,480,921,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,763,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,837,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,860,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,861,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,490,921,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,828,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,845,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,870,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,875,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,909,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,939,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,951,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,970,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,1034,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,1035,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,500,1051,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,870,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,874,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,925,,3,3,1
199202,5,54.79767,-164.8835,2/27/1992 2:00,510,952,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,320,212,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,370,365,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,270,143,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,248,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,264,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,265,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,267,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,281,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,276,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,289,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,290,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,298,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,301,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,326,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,277,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,288,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,301,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,313,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,319,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,325,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,329,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,330,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,418,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,318,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,326,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,338,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,342,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,352,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,368,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,368,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,360,370,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,370,360,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,370,366,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,370,373,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,370,375,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,380,349,,2,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,380,395,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,390,398,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,400,497,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,470,855,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,520,1057,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,550,1331,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,560,1292,,3,3,1
199202,6,55.70817,-164.88883,2/27/1992 9:00,240,104,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,290,191,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,300,187,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,300,193,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,310,245,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,320,232,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,320,238,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,320,256,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,320,258,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,320,262,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,247,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,250,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,330,294,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,272,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,272,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,284,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,285,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,289,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,300,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,340,308,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,286,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,291,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,294,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,296,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,299,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,303,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,305,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,305,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,312,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,317,,2,3,2
199202,6,55.70817,-164.88883,2/27/1992 9:00,350,326,,2,3,2
