Survey,Haul,Latitude,Longitude,DateTime,ForkLength,Weight,Age,Maturity,MaturityIndex,Sex,SexIndex
200305,1,55.8233,-156.3436,3/17/2003 8:31,34,0.298,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,36,0.326,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,59,1.786,9,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,56,1.174,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,34,0.304,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,44,0.634,4,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,12,0.01,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,13,0.012,,Immature,1,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,11,0.008,,Immature,1,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,11,0.008,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,12,0.012,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,11,0.008,,Immature,1,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.308,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.28,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,23,0.084,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,31,0.152,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,29,0.126,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,30,0.194,,Developing II,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,31,0.198,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,54,1.162,,Prespawning II,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,53,1.34,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,59,1.97,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,46,0.77,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,48,1.018,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,56,1.508,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,43,0.61,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,37,0.392,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,13,0.014,1,Immature,1,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,25,0.11,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.276,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,55,1.132,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,67,3.364,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,55,1.32,8,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.288,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,39,0.428,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,24,0.092,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,34,0.278,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,53,1.112,7,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,32,0.222,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,29,0.158,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,23,0.082,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,26,0.118,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,30,0.15,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,34,0.264,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,36,0.344,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,45,0.602,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,59,1.696,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,46,0.788,,Developing II,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.294,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.322,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.27,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,58,1.49,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,12,0.012,,Immature,1,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,13,0.012,,Immature,1,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,38,0.412,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,39,0.444,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.328,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,59,1.718,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,32,0.222,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,25,0.106,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,36,0.308,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,37,0.366,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,46,0.754,,Prespawning I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,44,0.694,,Prespawning I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,51,1.106,4,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,56,1.088,11,Spent I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,33,0.24,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,33,0.26,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,23,0.076,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,24,0.102,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,26,0.098,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,29,0.152,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,29,0.146,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,41,0.546,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,39,0.41,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,35,0.324,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,13,0.012,,Immature,1,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,58,1.248,,Prespawning I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,60,1.314,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,27,0.134,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,33,0.182,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,33,0.228,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,32,0.212,,Developing I,0,Male,0
200305,1,55.8233,-156.3436,3/17/2003 8:31,32,0.214,,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,50,0.946,6,Developing I,0,Female,1
200305,1,55.8233,-156.3436,3/17/2003 8:31,42,0.612,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,61,1.904,,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,32,0.196,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,32,0.238,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,35,0.262,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,31,0.182,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,31,0.174,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,24,0.098,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,29,0.162,,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,24,0.094,2,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,46,0.682,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,53,1.024,,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,35,0.336,,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,30,0.192,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,49,0.914,6,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,37,0.342,4,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,39,0.428,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,19,0.046,2,Immature,1,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,29,0.184,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,61,1.86,,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,59,1.576,,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,39,0.402,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,54,1.242,9,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,16,0.024,,Immature,1,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,46,0.754,8,Prespawning I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,24,0.098,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,23,0.078,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,33,0.25,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,52,1.028,,Prespawning II,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,58,1.53,,Prespawning II,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,55,1.372,,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,34,0.276,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,11,0.008,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,13,0.016,1,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,41,0.544,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,22,0.07,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,28,0.162,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,41,0.5,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,49,0.832,,Developing II,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,52,0.928,10,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,32,0.228,3,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,38,0.392,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,12,0.014,1,Immature,1,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,10,0.006,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,11,0.008,,Immature,1,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,41,0.5,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,33,0.232,5,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,29,0.18,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,50,0.946,,Prespawning I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,49,0.866,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,41,0.556,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,33,0.216,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,34,0.262,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,54,1.214,,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,41,0.506,4,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,40,0.396,4,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,33,0.204,4,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,35,0.29,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,36,0.294,,Immature,1,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,55,1.356,7,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,12,0.01,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,30,0.17,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,20,0.054,2,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,20,0.052,2,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,46,0.71,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,43,0.656,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,35,0.268,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,44,0.584,,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,30,0.168,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,30,0.182,,Immature,1,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,11,0.01,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,14,0.014,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,42,0.52,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,43,0.62,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,41,0.464,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,26,0.106,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,29,0.156,,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,41,0.522,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,43,0.574,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,30,0.202,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,30,0.166,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,30,0.202,3,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,35,0.286,4,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,12,0.014,,Immature,1,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,43,0.436,,Spent I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,36,0.33,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,40,0.468,,Prespawning I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,33,0.23,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,43,0.56,,Developing II,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,51,1,,Spent I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,37,0.356,,Developing I,0,Female,1
200305,2,56.0697,-156.2622,3/17/2003 17:57,37,0.33,,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,32,0.204,4,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,34,0.232,4,Developing I,0,Male,0
200305,2,56.0697,-156.2622,3/17/2003 17:57,11,0.008,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.258,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,41,0.484,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,28,0.13,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.278,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,38,0.426,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,38,0.408,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,39,0.466,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.232,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.246,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,44,0.642,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,29,0.196,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,29,0.158,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,39,0.468,5,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,53,1.138,,Prespawning I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,43,0.604,4,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,42,0.512,4,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,42,0.586,4,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,34,0.266,4,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,35,0.306,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,20,0.056,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,25,0.104,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,39,0.45,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,22,0.076,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,44,0.708,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.246,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.292,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,30,0.194,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,25,0.108,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,56,1.162,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,35,0.316,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,47,0.644,,Prespawning I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,35,0.316,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,22,0.08,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,34,0.278,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,22,0.08,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,34,0.256,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,26,0.142,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,31,0.19,4,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,25,0.106,2,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.186,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,39,0.414,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,60,1.722,,Prespawning I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,41,0.52,,Developing II,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,23,0.07,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,24,0.096,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,35,0.31,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,37,0.388,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,37,0.376,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.236,,Developing II,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,34,0.264,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,35,0.316,4,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,37,0.318,5,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,34,0.276,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,36,0.344,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,37,0.362,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,30,0.188,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,36,0.308,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,38,0.356,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.246,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,45,0.724,,Prespawning I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,38,0.43,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.282,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,26,0.114,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.224,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,24,0.092,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,39,0.412,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,29,0.13,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,24,0.09,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,28,0.15,2,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.244,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,48,0.846,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.228,3,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.206,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,39,0.424,,Developing II,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,29,0.166,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,37,0.408,,Developing II,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,22,0.074,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.23,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,23,0.09,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.23,4,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.204,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,32,0.224,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,33,0.276,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,43,0.632,5,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,35,0.296,3,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,23,0.076,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,24,0.096,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,23,0.092,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,34,0.24,,Developing I,0,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,53,1,,Developing II,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,37,0.4,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,34,0.314,,Developing I,0,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,25,0.1,,Immature,1,Male,0
200305,3,56.2063,-156.098,3/18/2003 2:59,28,0.17,,Immature,1,Female,1
200305,3,56.2063,-156.098,3/18/2003 2:59,36,0.318,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,32,0.22,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,38,0.456,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,30,0.188,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,32,0.222,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,37,0.404,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,38,0.396,,Developing I,0,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,33,0.262,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,39,0.404,,Developing I,0,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,37,0.33,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,33,0.238,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,31,0.206,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,32,0.238,,Developing II,0,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,37,0.35,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,36,0.362,,Developing I,0,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,31,0.22,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,32,0.246,,Spawning,4,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,30,0.186,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,25,0.112,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,32,0.25,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,33,0.246,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,33,0.278,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,23,0.072,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,36,0.406,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,34,0.262,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,36,0.372,,Developing I,0,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,31,0.212,,Immature,1,Female,1
200305,4,56.4418,-156.1319,3/18/2003 8:42,37,0.352,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,37,0.386,,Immature,1,Male,0
200305,4,56.4418,-156.1319,3/18/2003 8:42,45,0.662,,Immature,1,Female,1
