"model","period","region","ersst.year","annual.anomaly.1yr","annual.1yr.events","annual.anomaly.2yr","annual.2yr.events","annual.anomaly.3yr","annual.3yr.events","winter.anomaly.1yr","winter.1yr.events","winter.anomaly.2yr","winter.2yr.events","winter.anomaly.3yr","winter.3yr.events"
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,0,-1.45690820060948,0,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,0,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1950,-1.56728391625836,1,-1.45690820060948,1,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,0,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,0,-1.69309524770493,0,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,0,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,0,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,0,-1.36736766196582,0,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1951,-1.3465324849606,1,-1.69309524770493,1,-1.65115813722274,1,-2.05344586857455,1,-1.36736766196582,1,NA,NA
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,1,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,0,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,0,-1.29797248600343,0,-1.31415915232249,0,-0.681289455357091,1,-0.978045117535173,0,-1.3365120345483,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,0,-0.978045117535173,0,-1.3365120345483,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,0,-0.978045117535173,1,-1.3365120345483,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,1,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,1,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,1,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,0,-1.31415915232249,1,-0.681289455357091,0,-0.978045117535173,0,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,1,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,1,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,0,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1952,-2.03965801044926,1,-1.29797248600343,1,-1.31415915232249,1,-0.681289455357091,1,-0.978045117535173,1,-1.3365120345483,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,0,-0.712550492621018,0,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,0,-1.15491966523043,0,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,0,-0.712550492621018,0,-1.15491966523043,0,-1.27480077971326,1,-1.277188424443,0,-1.0785554347477,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,0,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,0,-1.277188424443,0,-1.0785554347477,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,0,-1.277188424443,1,-1.0785554347477,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,0,-0.712550492621018,0,-1.15491966523043,1,-1.27480077971326,0,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,0,-0.712550492621018,0,-1.15491966523043,0,-1.27480077971326,1,-1.277188424443,0,-1.0785554347477,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1953,-0.556286961557606,1,-0.712550492621018,1,-1.15491966523043,1,-1.27480077971326,1,-1.277188424443,1,-1.0785554347477,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,0,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,0,-1.15128344527837,0,-0.952951284038116,0,-1.27957606917275,1,-1.14843025682607,0,-1.19055376445513,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,0,-1.15128344527837,1,-0.952951284038116,0,-1.27957606917275,0,-1.14843025682607,0,-1.19055376445513,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,0,-1.14843025682607,1,-1.19055376445513,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,0,-0.952951284038116,0,-1.27957606917275,0,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,0,-1.15128344527837,0,-0.952951284038116,0,-1.27957606917275,1,-1.14843025682607,0,-1.19055376445513,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,0,-1.15128344527837,0,-0.952951284038116,0,-1.27957606917275,0,-1.14843025682607,0,-1.19055376445513,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1954,-0.86881402368443,1,-1.15128344527837,1,-0.952951284038116,1,-1.27957606917275,1,-1.14843025682607,1,-1.19055376445513,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,0,-1.01728444447939,0,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,0,-1.11728010877496,0,-1.03445808041145,0,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,0,-1.11728010877496,1,-1.03445808041145,0,-1.01728444447939,0,-1.52239602558394,0,-1.44145604011354,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,0,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,0,-1.03445808041145,0,-1.01728444447939,0,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,0,-1.11728010877496,0,-1.03445808041145,0,-1.01728444447939,1,-1.52239602558394,0,-1.44145604011354,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,0,-1.11728010877496,0,-1.03445808041145,0,-1.01728444447939,0,-1.52239602558394,0,-1.44145604011354,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,0,-1.11728010877496,1,-1.03445808041145,0,-1.01728444447939,0,-1.52239602558394,0,-1.44145604011354,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,0,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,0,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1955,-1.43375286687231,1,-1.11728010877496,1,-1.03445808041145,1,-1.01728444447939,1,-1.52239602558394,1,-1.44145604011354,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,0,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,0,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,0,-1.89318392613555,0,-1.60121743225016,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,1,-0.487245966815746,0,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,0,-0.487245966815746,1,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,0,-0.487245966815746,1,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,0,-0.487245966815746,1,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,0,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,0,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,0,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,0,-1.89318392613555,0,-1.60121743225016,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,0,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,0,-1.89318392613555,0,-1.60121743225016,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,0,-0.0139925167874633,0,-0.487245966815746,0,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,1,-0.487245966815746,1,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,1,-0.487245966815746,1,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,0,-0.487245966815746,1,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1956,-0.8008073506776,1,-0.0139925167874633,1,-0.487245966815746,1,-2.02750760668848,1,-1.89318392613555,1,-1.60121743225016,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,0,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,1,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,0,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,1,-1.75886024558262,1,-0.638256523435022,1,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,1,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,1,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,0,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,0,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,0,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,0,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,0,-1.10134021785284,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,0,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,0,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,1,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,1,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,1,0.433969231614757,1,0.0223770375173047,1,-1.75886024558262,1,-0.638256523435022,1,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,1,-1.75886024558262,1,-0.638256523435022,1,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1957,0.772822317102673,0,0.433969231614757,0,0.0223770375173047,0,-1.75886024558262,1,-0.638256523435022,1,-1.10134021785284,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,1,-0.250537833556526,1,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,1,0.090582216663207,1,0.482347198712575,0,-0.347194664317166,1,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,1,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,1,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,1,-0.347194664317166,0,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,1,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,1,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,1,-0.250537833556526,1,0.090582216663207,1,0.482347198712575,1,-0.347194664317166,1,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,0,0.090582216663207,1,0.482347198712575,1,-0.347194664317166,1,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1958,0.0951161461268406,0,-0.250537833556526,1,0.090582216663207,0,0.482347198712575,0,-0.347194664317166,0,-0.817749858072317,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,0,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,0,-0.935539024169737,0,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,1,-0.274892985044931,1,-0.151556607987674,0,-1.17673652734691,0,-0.935539024169737,0,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,1,-0.274892985044931,1,-0.151556607987674,1,-1.17673652734691,1,-0.935539024169737,1,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,1,-0.274892985044931,1,-0.151556607987674,0,-1.17673652734691,1,-0.935539024169737,1,-0.462910283208966,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,1,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,1,-0.935539024169737,1,-0.462910283208966,1
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,0,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,0,-0.935539024169737,0,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,0,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,1,-0.935539024169737,0,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,0,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,0,-0.935539024169737,0,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,0,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,0,-0.935539024169737,0,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,1,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,0,-0.935539024169737,0,-0.462910283208966,0
"ACCESS-CM2","historical","Eastern_Bering_Sea",1959,-0.596191813239893,0,-0.274892985044931,0,-0.151556607987674,0,-1.17673652734691,1,-0.935539024169737,0,-0.462910283208966,0
